Run,NumSources,CommnArrivalRate,ArrivalRate,NumCopies,NumRelays,RelayBuffer,MeetingRate,Source0Arrival,Source0Service,Source0AvgQLength,Source0AvgDelay,Source0ApproxDelay1,Source0ApproxDelay2
4,1,0.120000,0.125000,2,10,1,0.090909,0.124667,0.249333,0.668492,5.362224,7.761126,20.287352
4,1,0.120000,0.126000,2,10,1,0.090909,0.125963,0.251926,0.678322,5.385089,7.821470,20.787933
5,1,0.120000,0.120000,2,10,1,0.090909,0.120441,0.240882,0.614702,5.103762,7.476285,18.135302
5,1,0.120000,0.121000,2,10,1,0.090909,0.121053,0.242098,0.620288,5.124107,7.531109,18.524527
5,1,0.120000,0.122000,2,10,1,0.090909,0.122388,0.244768,0.639419,5.224527,7.586975,18.932831
5,1,0.120000,0.123000,2,10,1,0.090909,0.122519,0.245038,0.642743,5.246072,7.643912,19.361650
5,1,0.120000,0.124000,2,10,1,0.090909,0.124121,0.248240,0.654324,5.271665,7.701952,19.812573
5,1,0.120000,0.125000,2,10,1,0.090909,0.124626,0.249249,0.665748,5.341964,7.761126,20.287352
5,1,0.120000,0.126000,2,10,1,0.090909,0.126277,0.252554,0.681980,5.400668,7.821470,20.787933
6,1,0.120000,0.120000,2,10,1,0.090909,0.119547,0.239094,0.606853,5.076275,7.476285,18.135302
6,1,0.120000,0.121000,2,10,1,0.090909,0.120729,0.241456,0.619135,5.128306,7.531109,18.524527
6,1,0.120000,0.122000,2,10,1,0.090909,0.122265,0.244530,0.629338,5.147329,7.586975,18.932831
6,1,0.120000,0.123000,2,10,1,0.090909,0.122806,0.245612,0.634913,5.170048,7.643912,19.361650
6,1,0.120000,0.124000,2,10,1,0.090909,0.123713,0.247426,0.660201,5.336555,7.701952,19.812573
6,1,0.120000,0.125000,2,10,1,0.090909,0.125820,0.251640,0.672661,5.346215,7.761126,20.287352
6,1,0.120000,0.126000,2,10,1,0.090909,0.126089,0.252176,0.675904,5.360529,7.821470,20.787933
7,1,0.120000,0.120000,2,10,1,0.090909,0.120585,0.241169,0.623695,5.172241,7.476285,18.135302
7,1,0.120000,0.121000,2,10,1,0.090909,0.120723,0.241446,0.616782,5.109068,7.531109,18.524527
7,1,0.120000,0.122000,2,10,1,0.090909,0.122566,0.245129,0.636990,5.197115,7.586975,18.932831
7,1,0.120000,0.123000,2,10,1,0.090909,0.122238,0.244476,0.635433,5.198329,7.643912,19.361650
7,1,0.120000,0.124000,2,10,1,0.090909,0.123118,0.246234,0.646316,5.249562,7.701952,19.812573
7,1,0.120000,0.125000,2,10,1,0.090909,0.124614,0.249226,0.668860,5.367451,7.761126,20.287352
7,1,0.120000,0.126000,2,10,1,0.090909,0.125095,0.250190,0.664333,5.310631,7.821470,20.787933
8,1,0.120000,0.120000,2,10,1,0.090909,0.120279,0.240558,0.618928,5.145770,7.476285,18.135302
8,1,0.120000,0.121000,2,10,1,0.090909,0.121112,0.242224,0.623566,5.148676,7.531109,18.524527
8,1,0.120000,0.122000,2,10,1,0.090909,0.122686,0.245372,0.644555,5.253698,7.586975,18.932831
8,1,0.120000,0.123000,2,10,1,0.090909,0.122881,0.245762,0.642473,5.228416,7.643912,19.361650
8,1,0.120000,0.124000,2,10,1,0.090909,0.123168,0.246336,0.647741,5.259007,7.701952,19.812573
8,1,0.120000,0.125000,2,10,1,0.090909,0.125272,0.250544,0.671468,5.360080,7.761126,20.287352
8,1,0.120000,0.126000,2,10,1,0.090909,0.125270,0.250540,0.675070,5.388920,7.821470,20.787933
9,1,0.120000,0.120000,2,10,1,0.090909,0.120350,0.240698,0.610269,5.070789,7.476285,18.135302
9,1,0.120000,0.121000,2,10,1,0.090909,0.120985,0.241970,0.623663,5.154877,7.531109,18.524527
9,1,0.120000,0.122000,2,10,1,0.090909,0.121959,0.243917,0.630282,5.167979,7.586975,18.932831
9,1,0.120000,0.123000,2,10,1,0.090909,0.122654,0.245305,0.644608,5.255501,7.643912,19.361650
9,1,0.120000,0.124000,2,10,1,0.090909,0.123858,0.247716,0.656767,5.302579,7.701952,19.812573
9,1,0.120000,0.125000,2,10,1,0.090909,0.124750,0.249499,0.665313,5.333174,7.761126,20.287352
9,1,0.120000,0.126000,2,10,1,0.090909,0.126564,0.253120,0.684187,5.405858,7.821470,20.787933
10,1,0.120000,0.120000,2,10,1,0.090909,0.120137,0.240274,0.608996,5.069179,7.476285,18.135302
10,1,0.120000,0.121000,2,10,1,0.090909,0.120961,0.241922,0.620475,5.129545,7.531109,18.524527
10,1,0.120000,0.122000,2,10,1,0.090909,0.121542,0.243084,0.630124,5.184410,7.586975,18.932831
10,1,0.120000,0.123000,2,10,1,0.090909,0.123281,0.246562,0.645328,5.234609,7.643912,19.361650
10,1,0.120000,0.124000,2,10,1,0.090909,0.123557,0.247114,0.657324,5.320003,7.701952,19.812573
10,1,0.120000,0.125000,2,10,1,0.090909,0.124811,0.249622,0.672160,5.385425,7.761126,20.287352
10,1,0.120000,0.126000,2,10,1,0.090909,0.126452,0.252904,0.686991,5.432820,7.821470,20.787933
