Run,NumSources,CommnArrivalRate,ArrivalRate,NumCopies,NumRelays,RelayBuffer,MeetingRate,Source0Arrival,Source0Service,Source0AvgQLength,Source0AvgDelay,Source0ApproxDelay1,Source0ApproxDelay2
4,1,0.220000,0.221000,2,10,1,0.090909,0.220917,0.441743,22.241485,100.678014,101.291293,-5.191949
4,1,0.220000,0.222000,2,10,1,0.090909,0.222439,0.444816,29.845998,134.176103,120.189594,-5.107604
4,1,0.220000,0.223000,2,10,1,0.090909,0.223442,0.446847,49.032580,219.442094,147.934378,-5.025107
4,1,0.220000,0.224000,2,10,1,0.090909,0.223605,0.447202,32.837883,146.856657,192.635487,-4.944397
4,1,0.220000,0.225000,2,10,1,0.090909,0.225320,0.450625,51.591897,228.971673,276.677504,-4.865416
4,1,0.220000,0.226000,2,10,1,0.090909,0.226390,0.452431,122.416301,540.731925,492.809137,-4.788110
4,1,0.220000,0.227000,2,10,1,0.090909,0.227283,0.453948,226.074111,994.681129,2295.227983,-4.712427
5,1,0.220000,0.221000,2,10,1,0.090909,0.220988,0.441954,22.636955,102.435225,101.291293,-5.191949
5,1,0.220000,0.222000,2,10,1,0.090909,0.222453,0.444868,25.344333,113.931181,120.189594,-5.107604
5,1,0.220000,0.223000,2,10,1,0.090909,0.223096,0.446113,31.859666,142.806980,147.934378,-5.025107
5,1,0.220000,0.224000,2,10,1,0.090909,0.223715,0.447428,30.795608,137.655536,192.635487,-4.944397
5,1,0.220000,0.225000,2,10,1,0.090909,0.224534,0.449054,73.690968,328.195143,276.677504,-4.865416
5,1,0.220000,0.226000,2,10,1,0.090909,0.226495,0.452824,99.840039,440.804607,492.809137,-4.788110
5,1,0.220000,0.227000,2,10,1,0.090909,0.226814,0.453473,127.546702,562.340515,2295.227983,-4.712427
6,1,0.220000,0.221000,2,10,1,0.090909,0.221083,0.442159,20.758795,93.895937,101.291293,-5.191949
6,1,0.220000,0.222000,2,10,1,0.090909,0.222797,0.445577,28.191239,126.533298,120.189594,-5.107604
6,1,0.220000,0.223000,2,10,1,0.090909,0.222218,0.444424,30.076979,135.348978,147.934378,-5.025107
6,1,0.220000,0.224000,2,10,1,0.090909,0.224150,0.448297,36.084577,160.984059,192.635487,-4.944397
6,1,0.220000,0.225000,2,10,1,0.090909,0.224840,0.449605,66.389479,295.274325,276.677504,-4.865416
6,1,0.220000,0.226000,2,10,1,0.090909,0.225613,0.451214,82.898096,367.434926,492.809137,-4.788110
6,1,0.220000,0.227000,2,10,1,0.090909,0.227533,0.454590,242.872732,1067.417616,2295.227983,-4.712427
7,1,0.220000,0.221000,2,10,1,0.090909,0.221546,0.443058,22.322047,100.755812,101.291293,-5.191949
7,1,0.220000,0.222000,2,10,1,0.090909,0.221740,0.443474,24.968617,112.603124,120.189594,-5.107604
7,1,0.220000,0.223000,2,10,1,0.090909,0.222956,0.445858,32.169048,144.284289,147.934378,-5.025107
7,1,0.220000,0.224000,2,10,1,0.090909,0.223943,0.447850,41.992795,187.515550,192.635487,-4.944397
7,1,0.220000,0.225000,2,10,1,0.090909,0.224762,0.449257,48.188837,214.399396,276.677504,-4.865416
7,1,0.220000,0.226000,2,10,1,0.090909,0.226269,0.452344,99.139430,438.148531,492.809137,-4.788110
7,1,0.220000,0.227000,2,10,1,0.090909,0.227216,0.453888,127.813370,562.519232,2295.227983,-4.712427
8,1,0.220000,0.221000,2,10,1,0.090909,0.221135,0.442223,21.511361,97.277051,101.291293,-5.191949
8,1,0.220000,0.222000,2,10,1,0.090909,0.222421,0.444783,27.813115,125.047161,120.189594,-5.107604
8,1,0.220000,0.223000,2,10,1,0.090909,0.223188,0.446284,32.385702,145.105033,147.934378,-5.025107
8,1,0.220000,0.224000,2,10,1,0.090909,0.223904,0.447775,61.661167,275.391093,192.635487,-4.944397
8,1,0.220000,0.225000,2,10,1,0.090909,0.224515,0.448974,64.086744,285.445266,276.677504,-4.865416
8,1,0.220000,0.226000,2,10,1,0.090909,0.225956,0.451389,86.499314,382.814859,492.809137,-4.788110
8,1,0.220000,0.227000,2,10,1,0.090909,0.226174,0.452170,98.063438,433.575202,2295.227983,-4.712427
9,1,0.220000,0.221000,2,10,1,0.090909,0.221197,0.442286,23.781279,107.511761,101.291293,-5.191949
9,1,0.220000,0.222000,2,10,1,0.090909,0.222042,0.444041,28.839946,129.885092,120.189594,-5.107604
9,1,0.220000,0.223000,2,10,1,0.090909,0.222496,0.444771,30.513593,137.142207,147.934378,-5.025107
9,1,0.220000,0.224000,2,10,1,0.090909,0.223913,0.447788,39.266214,175.363709,192.635487,-4.944397
9,1,0.220000,0.225000,2,10,1,0.090909,0.225337,0.450643,77.750681,345.041785,276.677504,-4.865416
9,1,0.220000,0.226000,2,10,1,0.090909,0.226152,0.452237,86.122644,380.817522,492.809137,-4.788110
9,1,0.220000,0.227000,2,10,1,0.090909,0.227314,0.454227,332.318728,1461.936913,2295.227983,-4.712427
10,1,0.220000,0.221000,2,10,1,0.090909,0.221018,0.442030,23.033033,104.213379,101.291293,-5.191949
10,1,0.220000,0.222000,2,10,1,0.090909,0.222439,0.444852,22.519342,101.238281,120.189594,-5.107604
10,1,0.220000,0.223000,2,10,1,0.090909,0.222478,0.444789,23.693003,106.495935,147.934378,-5.025107
10,1,0.220000,0.224000,2,10,1,0.090909,0.224161,0.448072,40.479711,180.583200,192.635487,-4.944397
10,1,0.220000,0.225000,2,10,1,0.090909,0.225568,0.450874,78.973520,350.109590,276.677504,-4.865416
10,1,0.220000,0.226000,2,10,1,0.090909,0.225848,0.451594,120.647400,534.197335,492.809137,-4.788110
10,1,0.220000,0.227000,2,10,1,0.090909,0.226287,0.452511,118.730319,524.689087,2295.227983,-4.712427
